               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.023625,           0.0091193,           0.0010766,             0.85126,             0.84654,             0.91137,             0.46188,             0.03798,            0.010354,           0.0020171,           0.0023275,           0.0023275,           0.0023275
                 157,            0.024336,           0.0088997,           0.0012424,             0.92473,             0.84238,             0.90928,             0.46145,             0.03782,            0.010273,          0.00061615,            0.002278,            0.002278,            0.002278
                 158,            0.023432,           0.0089823,          0.00093546,             0.88722,             0.86183,             0.91876,             0.45699,            0.037618,            0.010155,           0.0014712,           0.0022285,           0.0022285,           0.0022285
                 159,            0.024176,           0.0092557,           0.0012337,             0.86741,             0.83798,             0.91561,              0.4492,            0.038052,            0.010348,           0.0015178,            0.002179,            0.002179,            0.002179
                 160,            0.023259,            0.008818,          0.00086479,             0.85103,             0.87238,             0.92656,             0.46153,            0.037457,           0.0099154,           0.0018896,           0.0021295,           0.0021295,           0.0021295
                 161,            0.024154,            0.009162,           0.0008776,             0.87815,             0.83151,             0.92423,             0.46084,            0.037429,            0.010257,            0.001276,             0.00208,             0.00208,             0.00208
                 162,             0.02381,            0.008854,           0.0010172,             0.85283,             0.86305,             0.91225,             0.45683,            0.037627,           0.0099932,           0.0013452,           0.0020305,           0.0020305,           0.0020305
                 163,            0.024488,           0.0093641,           0.0010531,             0.85598,             0.85848,             0.91991,             0.45337,            0.037683,            0.010172,           0.0022506,            0.001981,            0.001981,            0.001981
                 164,            0.023444,            0.009168,          0.00097723,             0.83284,             0.83767,             0.89498,             0.45814,            0.037551,            0.010228,           0.0019495,           0.0019315,           0.0019315,           0.0019315
                 165,            0.023175,           0.0093677,           0.0011833,             0.86042,             0.86851,              0.9137,             0.45977,            0.037363,            0.010426,          0.00056194,            0.001882,            0.001882,            0.001882
                 166,            0.023431,             0.00913,            0.000903,             0.91219,             0.84261,             0.93049,             0.47343,            0.036915,            0.010284,          0.00037606,           0.0018325,           0.0018325,           0.0018325
                 167,            0.022938,           0.0091868,          0.00087187,             0.87282,             0.86233,             0.92657,             0.47431,            0.037071,            0.010262,          0.00079894,            0.001783,            0.001783,            0.001783
                 168,            0.023408,           0.0088984,          0.00082055,             0.87894,             0.87435,             0.94058,             0.47572,            0.036692,            0.010184,          0.00053147,           0.0017335,           0.0017335,           0.0017335
                 169,            0.022946,            0.009034,           0.0010082,             0.84456,             0.90618,             0.94019,             0.47749,             0.03725,            0.010164,          0.00069047,            0.001684,            0.001684,            0.001684
                 170,            0.023088,           0.0083575,          0.00091878,             0.90793,             0.82831,             0.94055,             0.47942,            0.037013,            0.010123,          0.00074365,           0.0016345,           0.0016345,           0.0016345
                 171,            0.023548,           0.0088665,          0.00066559,              0.8543,             0.85913,             0.93204,             0.47809,             0.03735,            0.010016,           0.0010344,            0.001585,            0.001585,            0.001585
                 172,            0.023058,           0.0089152,           0.0016163,             0.91801,             0.80284,             0.91687,              0.4769,            0.037192,            0.010286,          0.00029961,           0.0015355,           0.0015355,           0.0015355
                 173,            0.021532,           0.0088442,          0.00074445,             0.88444,             0.82459,             0.91826,              0.4691,            0.037203,            0.010221,          0.00048917,            0.001486,            0.001486,            0.001486
                 174,            0.022809,           0.0090592,           0.0007492,             0.87776,             0.84405,             0.92211,             0.47363,            0.037065,            0.010308,          0.00083217,           0.0014365,           0.0014365,           0.0014365
                 175,            0.022369,           0.0084066,          0.00088668,             0.87019,             0.86305,             0.92811,             0.47244,             0.03726,            0.010265,           0.0017323,            0.001387,            0.001387,            0.001387
                 176,            0.021938,           0.0089782,          0.00076368,             0.85258,              0.8449,             0.91221,             0.46278,            0.037186,            0.010188,           0.0019748,           0.0013375,           0.0013375,           0.0013375
                 177,            0.022231,           0.0086032,          0.00080674,             0.79909,             0.90471,             0.91177,             0.47043,            0.037398,            0.010395,           0.0006974,            0.001288,            0.001288,            0.001288
                 178,            0.023104,           0.0088352,          0.00076215,             0.85832,             0.85612,              0.9229,             0.46624,            0.037425,            0.010586,           0.0019656,           0.0012385,           0.0012385,           0.0012385
                 179,            0.021922,           0.0083968,          0.00091996,              0.8135,             0.92892,             0.93691,             0.46604,            0.037237,            0.010426,          0.00074249,            0.001189,            0.001189,            0.001189
                 180,            0.021768,           0.0083251,          0.00079371,             0.81671,               0.919,             0.93268,             0.46876,            0.036682,            0.010423,          0.00062919,           0.0011395,           0.0011395,           0.0011395
                 181,            0.021496,           0.0086958,          0.00064487,             0.88923,             0.87063,             0.92997,             0.46492,              0.0371,            0.010538,          0.00092255,             0.00109,             0.00109,             0.00109
                 182,            0.021409,            0.008692,          0.00078216,             0.88262,             0.85781,             0.91334,             0.46092,            0.037009,            0.010652,           0.0015339,           0.0010405,           0.0010405,           0.0010405
                 183,             0.02197,           0.0089327,            0.001019,             0.88589,             0.82313,             0.92669,              0.4696,            0.037352,            0.010679,           0.0012279,            0.000991,            0.000991,            0.000991
                 184,            0.021489,           0.0082249,           0.0007917,             0.89093,             0.78974,             0.91168,             0.47444,            0.037225,            0.010604,            0.001266,           0.0009415,           0.0009415,           0.0009415
                 185,            0.021459,           0.0082217,           0.0010624,             0.83339,             0.84585,             0.91185,             0.47044,            0.037038,             0.01066,           0.0020327,            0.000892,            0.000892,            0.000892
                 186,            0.021493,           0.0086527,           0.0007852,             0.88149,             0.84442,             0.92078,             0.46998,            0.037466,            0.010797,           0.0010891,           0.0008425,           0.0008425,           0.0008425
                 187,            0.021777,           0.0084927,           0.0010914,             0.87863,             0.87366,             0.93009,             0.47108,             0.03699,             0.01054,          0.00068872,            0.000793,            0.000793,            0.000793
                 188,            0.021591,           0.0086401,           0.0010727,             0.84759,             0.86538,             0.92175,             0.46917,            0.036796,            0.010648,            0.001888,           0.0007435,           0.0007435,           0.0007435
                 189,            0.021686,           0.0086609,           0.0010056,             0.85736,             0.88578,             0.92933,             0.47174,            0.036683,            0.010747,           0.0012262,            0.000694,            0.000694,            0.000694
                 190,            0.021264,           0.0087068,          0.00054032,             0.88511,             0.87821,             0.92307,             0.47726,            0.037075,            0.010781,          0.00063003,           0.0006445,           0.0006445,           0.0006445
                 191,            0.021304,           0.0083129,          0.00094854,             0.87871,             0.90449,             0.93426,             0.47555,            0.037113,            0.010685,          0.00060027,            0.000595,            0.000595,            0.000595
                 192,            0.021428,           0.0084699,          0.00070109,             0.88002,             0.91304,             0.93425,             0.47758,            0.036995,            0.010621,          0.00071321,           0.0005455,           0.0005455,           0.0005455
                 193,            0.021378,            0.008546,          0.00073297,             0.89313,             0.88519,             0.93336,              0.4754,             0.03714,            0.010751,          0.00073336,            0.000496,            0.000496,            0.000496
                 194,            0.021391,            0.009009,          0.00070328,             0.87582,             0.87514,             0.93325,             0.47784,            0.036925,            0.010727,          0.00056471,           0.0004465,           0.0004465,           0.0004465
                 195,             0.02078,            0.008469,          0.00067059,             0.88282,             0.85544,             0.91416,             0.47676,            0.037044,            0.010746,          0.00033979,            0.000397,            0.000397,            0.000397
                 196,            0.020737,           0.0083693,          0.00092445,             0.92229,             0.85946,             0.93405,             0.47396,            0.036976,             0.01075,          0.00052518,           0.0003475,           0.0003475,           0.0003475
                 197,            0.020306,           0.0080143,          0.00083656,             0.84954,             0.92173,             0.93813,             0.47645,            0.036784,            0.010495,           0.0005878,            0.000298,            0.000298,            0.000298
                 198,            0.021072,           0.0086938,          0.00077834,             0.87299,             0.89771,             0.93783,             0.47622,            0.037008,            0.010565,          0.00057173,           0.0002485,           0.0002485,           0.0002485
                 199,            0.020974,            0.008298,          0.00080862,             0.87771,             0.88509,             0.93617,             0.47623,            0.036958,            0.010594,          0.00064014,            0.000199,            0.000199,            0.000199
