               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  34,            0.059248,            0.010281,            0.011108,             0.55013,             0.27448,             0.30208,               0.117,            0.070696,           0.0067796,            0.018381,           0.0083665,           0.0083665,           0.0083665
                  35,            0.057953,            0.010143,           0.0094214,             0.57186,             0.21795,             0.28919,             0.10572,            0.071865,           0.0080558,            0.017692,            0.008317,            0.008317,            0.008317
                  36,            0.058732,            0.010254,           0.0091534,             0.37744,             0.37646,             0.37121,             0.12678,            0.072794,            0.006226,           0.0065149,           0.0082675,           0.0082675,           0.0082675
                  37,             0.05888,           0.0098949,           0.0094611,              0.6072,             0.27739,             0.35746,             0.12877,            0.071048,           0.0066069,            0.011956,            0.008218,            0.008218,            0.008218
                  38,            0.056577,           0.0098735,           0.0088892,             0.42054,             0.33566,             0.35186,              0.1226,            0.068401,           0.0069776,             0.01404,           0.0081685,           0.0081685,           0.0081685
                  39,            0.056408,           0.0095122,           0.0086268,             0.57669,             0.30769,               0.344,             0.12482,            0.068241,           0.0071274,            0.011221,            0.008119,            0.008119,            0.008119
                  40,            0.056618,            0.010352,            0.010102,             0.52051,             0.45025,             0.43568,             0.15117,            0.069048,            0.006577,            0.013347,           0.0080695,           0.0080695,           0.0080695
                  41,            0.057131,            0.010018,           0.0079646,             0.54457,             0.37218,             0.41609,             0.14985,            0.069929,           0.0059314,            0.015289,             0.00802,             0.00802,             0.00802
                  42,            0.055565,           0.0097227,           0.0067331,             0.52421,             0.42191,             0.42355,             0.17116,            0.069758,           0.0059113,            0.010148,           0.0079705,           0.0079705,           0.0079705
                  43,            0.054277,           0.0095718,           0.0070291,             0.54331,             0.37354,             0.41062,             0.15316,            0.067965,           0.0059746,            0.013726,            0.007921,            0.007921,            0.007921
                  44,            0.055021,           0.0096299,           0.0069194,             0.74406,             0.38758,              0.4426,             0.17697,            0.070033,           0.0055855,           0.0065303,           0.0078715,           0.0078715,           0.0078715
                  45,            0.054882,           0.0097513,           0.0073901,             0.43381,             0.39513,             0.38005,             0.15313,            0.066724,           0.0064256,           0.0089273,            0.007822,            0.007822,            0.007822
                  46,            0.054744,           0.0093156,            0.007595,             0.50013,             0.42191,             0.40334,             0.15877,            0.068556,            0.006456,            0.012359,           0.0077725,           0.0077725,           0.0077725
                  47,            0.053578,            0.009219,           0.0064368,             0.60115,             0.40152,              0.4432,             0.14891,            0.067189,           0.0062341,           0.0075262,            0.007723,            0.007723,            0.007723
                  48,            0.055002,           0.0093514,           0.0071441,             0.62613,             0.39685,             0.46933,             0.15918,            0.070065,           0.0061828,           0.0096653,           0.0076735,           0.0076735,           0.0076735
                  49,            0.053577,           0.0094686,            0.008371,             0.44034,             0.37879,             0.39567,             0.13275,            0.069606,           0.0065629,            0.012095,            0.007624,            0.007624,            0.007624
                  50,            0.053334,             0.00964,           0.0071075,              0.5655,              0.3479,             0.37118,             0.14093,            0.065871,           0.0067979,            0.017135,           0.0075745,           0.0075745,           0.0075745
                  51,            0.053683,           0.0093588,           0.0083981,             0.52681,             0.40152,             0.43133,             0.17242,            0.067521,           0.0058979,            0.011431,            0.007525,            0.007525,            0.007525
                  52,            0.053215,           0.0096382,           0.0063991,             0.71182,             0.38636,             0.48055,             0.17546,            0.066542,           0.0057755,            0.011847,           0.0074755,           0.0074755,           0.0074755
                  53,            0.053873,           0.0092192,           0.0076954,             0.51557,             0.39136,              0.4013,             0.15701,            0.065312,           0.0061682,            0.012764,            0.007426,            0.007426,            0.007426
                  54,            0.052103,           0.0097618,           0.0067147,             0.66157,             0.39682,             0.48869,             0.17309,            0.067795,           0.0058078,           0.0060254,           0.0073765,           0.0073765,           0.0073765
                  55,            0.051743,           0.0092705,           0.0063269,             0.64113,             0.41741,             0.46771,             0.19551,            0.066424,           0.0066601,            0.011512,            0.007327,            0.007327,            0.007327
                  56,            0.050655,           0.0090453,           0.0057147,             0.78781,             0.36922,             0.47427,             0.17714,            0.065067,           0.0060545,           0.0077172,           0.0072775,           0.0072775,           0.0072775
                  57,            0.052438,           0.0091017,           0.0063215,             0.70235,             0.39394,             0.48158,             0.18796,            0.063505,           0.0061713,            0.010695,            0.007228,            0.007228,            0.007228
                  58,            0.051517,           0.0095341,           0.0062308,             0.38504,             0.40909,             0.38338,             0.13737,            0.065238,            0.006267,            0.014731,           0.0071785,           0.0071785,           0.0071785
                  59,            0.051981,           0.0094037,           0.0061935,              0.5221,             0.41667,             0.42377,             0.17199,             0.06617,           0.0060326,            0.018349,            0.007129,            0.007129,            0.007129
                  60,            0.050777,           0.0093227,           0.0063915,             0.63988,             0.39918,              0.4508,             0.16632,            0.068183,           0.0064012,            0.016093,           0.0070795,           0.0070795,           0.0070795
                  61,            0.050611,           0.0090519,           0.0054438,             0.63317,             0.40152,             0.47462,             0.15695,             0.06784,           0.0062267,            0.012008,             0.00703,             0.00703,             0.00703
                  62,            0.051654,           0.0090987,           0.0067639,             0.67615,             0.39794,             0.50145,             0.17151,            0.068045,           0.0057772,           0.0074228,           0.0069805,           0.0069805,           0.0069805
                  63,            0.051579,            0.009559,           0.0072049,             0.62981,             0.42196,             0.50355,             0.18451,            0.065154,           0.0057546,            0.013767,            0.006931,            0.006931,            0.006931
                  64,            0.051645,           0.0088735,           0.0066556,             0.58064,             0.50641,              0.5102,             0.18296,            0.067837,           0.0055582,           0.0099117,           0.0068815,           0.0068815,           0.0068815
                  65,            0.049666,           0.0091479,           0.0063143,             0.61384,             0.49068,             0.52572,             0.18645,            0.062791,           0.0063353,            0.015736,            0.006832,            0.006832,            0.006832
                  66,            0.051106,           0.0088728,           0.0058696,              0.6574,              0.4021,             0.49437,             0.17391,            0.065667,           0.0064505,             0.01215,           0.0067825,           0.0067825,           0.0067825
                  67,            0.049824,           0.0085285,           0.0053392,              0.5319,             0.47957,              0.4811,              0.1935,            0.063586,           0.0059867,           0.0066242,            0.006733,            0.006733,            0.006733
                  68,            0.048676,           0.0090771,           0.0056707,             0.65661,             0.42249,             0.49787,             0.19192,            0.063457,           0.0056053,           0.0071197,           0.0066835,           0.0066835,           0.0066835
                  69,            0.049703,           0.0088794,           0.0062719,             0.61713,             0.49825,             0.53558,             0.19998,             0.06239,           0.0061377,            0.011988,            0.006634,            0.006634,            0.006634
                  70,            0.050242,           0.0087218,           0.0053038,             0.63045,             0.46626,             0.50423,             0.20307,            0.057419,           0.0060573,            0.010017,           0.0065845,           0.0065845,           0.0065845
                  71,            0.049072,           0.0085488,           0.0062016,             0.54975,             0.49825,             0.53633,             0.19855,            0.061446,           0.0057882,           0.0087171,            0.006535,            0.006535,            0.006535
                  72,            0.048605,           0.0085459,           0.0051159,             0.71259,             0.36305,             0.46764,             0.18006,            0.065882,           0.0064986,            0.014123,           0.0064855,           0.0064855,           0.0064855
                  73,            0.048493,           0.0087153,           0.0051783,             0.66946,              0.3514,             0.48078,             0.19565,            0.064505,           0.0057057,            0.011124,            0.006436,            0.006436,            0.006436
                  74,             0.04857,           0.0089112,           0.0067976,             0.75101,             0.43531,             0.53084,             0.19776,            0.063324,           0.0057683,           0.0088666,           0.0063865,           0.0063865,           0.0063865
                  75,            0.048434,           0.0092096,           0.0058949,             0.57961,             0.53438,             0.53165,             0.21335,            0.062367,           0.0059673,           0.0078828,            0.006337,            0.006337,            0.006337
                  76,            0.048705,           0.0086982,           0.0050566,             0.64882,             0.48806,               0.564,             0.20184,            0.063919,           0.0055999,           0.0048018,           0.0062875,           0.0062875,           0.0062875
                  77,             0.04811,           0.0087379,           0.0053998,             0.62663,             0.51166,             0.54832,             0.21333,            0.064663,           0.0058865,           0.0073735,            0.006238,            0.006238,            0.006238
                  78,            0.047021,           0.0086738,           0.0064839,             0.53272,             0.48834,             0.49271,             0.20125,            0.061899,           0.0063366,           0.0050153,           0.0061885,           0.0061885,           0.0061885
                  79,            0.048631,           0.0086758,           0.0056945,             0.63733,             0.55878,             0.55992,             0.22594,            0.058779,           0.0064683,           0.0030859,            0.006139,            0.006139,            0.006139
                  80,            0.047687,           0.0085611,           0.0047592,             0.69582,             0.47319,             0.53761,             0.21852,            0.064242,            0.005429,           0.0076482,           0.0060895,           0.0060895,           0.0060895
                  81,            0.046706,           0.0085234,           0.0043383,             0.64917,             0.53755,             0.56657,              0.2184,            0.061911,           0.0059703,           0.0039744,             0.00604,             0.00604,             0.00604
                  82,            0.047194,           0.0085477,           0.0045785,             0.66735,             0.54717,             0.60153,             0.23945,            0.063002,           0.0053311,           0.0028126,           0.0059905,           0.0059905,           0.0059905
                  83,            0.046256,           0.0081822,           0.0054158,             0.60338,             0.56391,             0.54882,             0.20439,            0.059014,           0.0062171,           0.0051888,            0.005941,            0.005941,            0.005941
                  84,             0.04741,           0.0084665,           0.0048747,             0.69077,             0.50641,              0.5703,             0.23704,            0.062036,           0.0054563,           0.0045728,           0.0058915,           0.0058915,           0.0058915
                  85,             0.04602,           0.0082555,           0.0044981,             0.64358,             0.47873,             0.53656,             0.22244,            0.059117,           0.0063173,           0.0043788,            0.005842,            0.005842,            0.005842
                  86,            0.046625,           0.0083018,           0.0044266,             0.73026,             0.48601,             0.55975,             0.21042,            0.061897,           0.0056371,           0.0060845,           0.0057925,           0.0057925,           0.0057925
                  87,            0.046297,            0.008159,           0.0041135,             0.69755,             0.50865,             0.56227,             0.21673,            0.063596,           0.0054401,           0.0039407,            0.005743,            0.005743,            0.005743
                  88,            0.046106,           0.0090493,           0.0040386,             0.61418,             0.46781,             0.52841,             0.21397,             0.06121,           0.0057832,           0.0044814,           0.0056935,           0.0056935,           0.0056935
                  89,            0.044157,           0.0079945,           0.0050636,             0.68941,             0.46853,             0.54265,             0.21542,            0.060626,           0.0059566,           0.0062791,            0.005644,            0.005644,            0.005644
                  90,            0.044853,           0.0084306,           0.0051079,              0.6839,             0.48601,             0.55689,             0.21644,             0.06028,           0.0059841,           0.0049953,           0.0055945,           0.0055945,           0.0055945
                  91,            0.045985,           0.0083045,           0.0046913,             0.73354,              0.4324,              0.5617,              0.2246,            0.059831,           0.0069323,           0.0074238,            0.005545,            0.005545,            0.005545
                  92,            0.046888,           0.0078335,           0.0047152,             0.66446,             0.50696,             0.54638,              0.2325,            0.056707,           0.0061143,           0.0069787,           0.0054955,           0.0054955,           0.0054955
                  93,            0.045764,           0.0074845,           0.0044984,             0.59226,              0.5035,             0.51232,             0.19849,            0.054727,           0.0063572,            0.012709,            0.005446,            0.005446,            0.005446
                  94,            0.044898,           0.0082319,           0.0045308,             0.71489,             0.43908,             0.55529,             0.22835,            0.066984,           0.0056103,           0.0058396,           0.0053965,           0.0053965,           0.0053965
                  95,            0.045454,           0.0085603,           0.0049389,             0.81195,             0.47475,             0.55413,             0.22083,            0.060202,           0.0059513,           0.0046144,            0.005347,            0.005347,            0.005347
                  96,            0.045454,           0.0081152,           0.0039477,             0.72982,             0.47002,              0.5746,             0.21175,            0.064544,           0.0063198,           0.0090585,           0.0052975,           0.0052975,           0.0052975
                  97,             0.04508,           0.0081412,           0.0038729,              0.8294,             0.41998,             0.54774,             0.21613,            0.058772,           0.0061904,           0.0044154,            0.005248,            0.005248,            0.005248
                  98,            0.044151,            0.008191,           0.0035365,             0.81889,             0.48077,             0.58616,             0.23329,            0.062763,           0.0057911,           0.0032274,           0.0051985,           0.0051985,           0.0051985
                  99,             0.04452,           0.0079873,           0.0045512,             0.84728,             0.42774,              0.5755,             0.23426,            0.059698,           0.0059182,            0.004311,            0.005149,            0.005149,            0.005149
                 100,            0.044343,           0.0081415,           0.0039972,             0.69087,             0.54429,             0.61041,             0.23423,            0.056915,           0.0056789,           0.0039663,           0.0050995,           0.0050995,           0.0050995
                 101,            0.044525,           0.0076476,           0.0045189,             0.63395,             0.48006,             0.55069,             0.20644,            0.058639,           0.0060223,           0.0054856,             0.00505,             0.00505,             0.00505
                 102,            0.044953,           0.0078608,           0.0039564,             0.69474,             0.53545,             0.61274,             0.23051,            0.057806,           0.0061216,           0.0039263,           0.0050005,           0.0050005,           0.0050005
                 103,            0.043686,           0.0077482,           0.0047912,             0.76219,             0.51399,             0.58742,             0.22952,            0.061161,           0.0056909,           0.0051432,            0.004951,            0.004951,            0.004951
                 104,            0.042604,           0.0081346,           0.0037248,             0.67936,             0.49698,             0.58518,             0.23384,            0.052742,              0.0062,           0.0040284,           0.0049015,           0.0049015,           0.0049015
                 105,            0.042042,           0.0082163,           0.0040744,              0.7468,             0.45012,             0.54333,             0.22358,            0.061676,           0.0065008,           0.0077918,            0.004852,            0.004852,            0.004852
                 106,            0.042261,           0.0077914,           0.0034756,             0.68622,             0.49126,             0.57457,             0.21478,            0.060854,           0.0058845,           0.0036333,           0.0048025,           0.0048025,           0.0048025
                 107,            0.042901,           0.0080269,           0.0044796,             0.66714,             0.51186,             0.55356,             0.22028,            0.061152,           0.0061468,           0.0046913,            0.004753,            0.004753,            0.004753
                 108,            0.044798,           0.0078975,           0.0058553,             0.67321,             0.42367,             0.49047,             0.18242,            0.062413,           0.0062777,           0.0054868,           0.0047035,           0.0047035,           0.0047035
                 109,            0.045134,           0.0083622,           0.0048751,             0.63283,             0.45383,             0.52081,              0.2017,            0.057167,           0.0062654,           0.0041875,            0.004654,            0.004654,            0.004654
                 110,            0.043644,           0.0078402,           0.0040558,             0.71504,             0.50099,             0.59038,             0.21713,            0.057967,           0.0060752,           0.0036088,           0.0046045,           0.0046045,           0.0046045
                 111,            0.043737,           0.0078963,           0.0044398,             0.78019,              0.5248,             0.60343,             0.23902,            0.062699,           0.0059354,           0.0073583,            0.004555,            0.004555,            0.004555
                 112,            0.042122,           0.0076874,           0.0033962,             0.70687,             0.51399,             0.58689,             0.22959,            0.056598,           0.0069072,           0.0051943,           0.0045055,           0.0045055,           0.0045055
                 113,            0.042258,           0.0077751,           0.0033309,             0.74317,             0.51927,             0.60048,             0.24581,            0.060063,           0.0057156,           0.0038938,            0.004456,            0.004456,            0.004456
                 114,            0.043327,           0.0079539,           0.0047828,             0.74572,             0.44231,             0.54057,             0.20986,            0.064884,           0.0059183,           0.0097496,           0.0044065,           0.0044065,           0.0044065
                 115,            0.042988,            0.008005,           0.0034022,             0.74942,             0.46562,             0.57005,              0.2434,            0.062685,           0.0059172,           0.0063301,            0.004357,            0.004357,            0.004357
                 116,            0.040907,           0.0074939,           0.0036719,             0.73112,             0.47297,             0.58992,             0.23723,            0.058861,           0.0064368,           0.0057196,           0.0043075,           0.0043075,           0.0043075
                 117,            0.042881,           0.0075803,           0.0043554,             0.74246,             0.49359,             0.57006,             0.24335,            0.064498,           0.0059947,           0.0072904,            0.004258,            0.004258,            0.004258
                 118,            0.042023,           0.0079587,           0.0048481,             0.69372,             0.46987,             0.56467,             0.23435,            0.059435,           0.0064057,           0.0064278,           0.0042085,           0.0042085,           0.0042085
                 119,            0.041803,           0.0077496,           0.0040464,             0.78276,             0.53671,             0.62205,             0.24501,            0.056714,            0.005916,           0.0053315,            0.004159,            0.004159,            0.004159
                 120,            0.040932,           0.0075638,           0.0037743,             0.68621,             0.52156,             0.58992,             0.21678,            0.056435,           0.0061852,           0.0050987,           0.0041095,           0.0041095,           0.0041095
                 121,            0.041373,           0.0078547,           0.0040536,             0.80759,             0.47858,             0.60358,             0.24894,            0.061383,            0.005657,           0.0058138,             0.00406,             0.00406,             0.00406
                 122,            0.041506,           0.0071548,           0.0038598,             0.70485,              0.4528,             0.55328,             0.23779,            0.058908,           0.0061049,           0.0092475,           0.0040105,           0.0040105,           0.0040105
                 123,            0.041342,           0.0075515,           0.0038758,             0.70548,             0.48834,             0.57413,             0.23684,            0.058499,           0.0060717,           0.0041539,            0.003961,            0.003961,            0.003961
                 124,            0.040277,           0.0077895,           0.0031641,             0.66655,             0.54015,             0.58946,              0.2294,              0.0615,           0.0056742,           0.0036886,           0.0039115,           0.0039115,           0.0039115
                 125,            0.041511,           0.0073872,           0.0034721,             0.74569,             0.49592,              0.5592,             0.23252,            0.056681,           0.0064451,           0.0079166,            0.003862,            0.003862,            0.003862
                 126,            0.042038,           0.0077918,           0.0032786,             0.75361,             0.52036,             0.58911,             0.23685,            0.062353,           0.0056971,           0.0055532,           0.0038125,           0.0038125,           0.0038125
                 127,            0.040697,           0.0076383,           0.0030598,             0.65439,             0.51399,             0.58412,             0.23751,            0.062705,           0.0055065,           0.0032599,            0.003763,            0.003763,            0.003763
                 128,             0.04097,           0.0078343,            0.003014,              0.7683,              0.5325,             0.61727,             0.27001,            0.061436,            0.005446,           0.0059841,           0.0037135,           0.0037135,           0.0037135
                 129,            0.039215,           0.0074411,           0.0031217,             0.71701,             0.54144,             0.61276,             0.23436,            0.057395,           0.0063565,           0.0043521,            0.003664,            0.003664,            0.003664
                 130,            0.040155,           0.0071716,           0.0027476,             0.86473,             0.49359,             0.61035,                0.25,            0.056595,           0.0061501,           0.0043655,           0.0036145,           0.0036145,           0.0036145
                 131,            0.040571,           0.0074538,            0.002779,             0.69226,             0.54109,              0.6146,              0.2574,            0.060473,           0.0056303,           0.0048375,            0.003565,            0.003565,            0.003565
                 132,            0.040755,           0.0077194,           0.0035839,             0.79694,               0.474,             0.56715,             0.24769,            0.058751,            0.005981,           0.0047998,           0.0035155,           0.0035155,           0.0035155
                 133,            0.039816,           0.0074763,           0.0028543,             0.72845,             0.48643,             0.56609,             0.23514,            0.064271,           0.0055485,           0.0040246,            0.003466,            0.003466,            0.003466
                 134,            0.038847,           0.0072314,           0.0030548,             0.80513,             0.44289,             0.56457,             0.24061,            0.062105,           0.0058525,           0.0043455,           0.0034165,           0.0034165,           0.0034165
                 135,            0.039627,           0.0072549,           0.0029871,             0.79587,             0.46329,             0.57453,              0.2441,            0.060143,           0.0060229,           0.0057768,            0.003367,            0.003367,            0.003367
                 136,            0.039942,           0.0076347,           0.0023146,             0.67787,             0.56192,             0.58358,             0.24445,            0.058363,           0.0062162,           0.0052494,           0.0033175,           0.0033175,           0.0033175
                 137,            0.039287,           0.0072876,           0.0027615,             0.71307,             0.49883,             0.56459,             0.24361,            0.060011,            0.005788,           0.0041844,            0.003268,            0.003268,            0.003268
                 138,            0.039582,           0.0071347,           0.0030434,             0.81063,             0.46562,             0.59349,             0.25315,            0.060333,           0.0058045,           0.0051547,           0.0032185,           0.0032185,           0.0032185
                 139,            0.039711,           0.0076042,           0.0029356,             0.71745,             0.52156,             0.60436,              0.2672,            0.054827,            0.006602,           0.0055224,            0.003169,            0.003169,            0.003169
                 140,            0.039777,           0.0074368,           0.0034371,             0.78068,             0.52914,               0.587,             0.24113,            0.054971,           0.0060261,           0.0056476,           0.0031195,           0.0031195,           0.0031195
                 141,            0.039229,           0.0069748,           0.0032644,             0.79759,             0.46803,             0.58891,              0.2623,            0.053966,           0.0064665,           0.0072845,             0.00307,             0.00307,             0.00307
                 142,            0.038679,           0.0070462,            0.002731,             0.79813,             0.52464,              0.5974,             0.25887,            0.056753,           0.0057468,           0.0084297,           0.0030205,           0.0030205,           0.0030205
                 143,            0.037891,           0.0070054,           0.0024567,             0.76508,             0.49359,             0.58072,             0.24328,            0.061276,           0.0056952,           0.0058435,            0.002971,            0.002971,            0.002971
                 144,            0.038735,           0.0070433,           0.0027238,             0.75706,             0.51166,             0.58503,             0.24034,            0.062442,           0.0055596,           0.0046201,           0.0029215,           0.0029215,           0.0029215
                 145,            0.037807,           0.0071664,           0.0027971,             0.71846,             0.51923,             0.58319,              0.2298,            0.054518,            0.006023,           0.0043003,            0.002872,            0.002872,            0.002872
                 146,            0.038059,           0.0071462,           0.0026443,             0.68563,             0.50641,             0.55874,             0.23679,            0.051805,           0.0062513,           0.0080812,           0.0028225,           0.0028225,           0.0028225
                 147,            0.037625,           0.0073321,           0.0030194,             0.83308,             0.45804,             0.56486,             0.23034,            0.051669,           0.0059198,           0.0051372,            0.002773,            0.002773,            0.002773
                 148,             0.03754,           0.0069582,           0.0024663,             0.74194,             0.49157,             0.55833,             0.24026,            0.056771,           0.0061273,           0.0057601,           0.0027235,           0.0027235,           0.0027235
                 149,            0.037528,           0.0070847,           0.0025433,             0.80569,             0.49359,              0.5918,             0.25829,            0.052526,           0.0063486,           0.0041217,            0.002674,            0.002674,            0.002674
                 150,            0.037251,            0.007081,           0.0026451,             0.73477,              0.5373,             0.60975,             0.26397,            0.056613,           0.0059784,           0.0045915,           0.0026245,           0.0026245,           0.0026245
                 151,            0.037384,           0.0072226,           0.0027291,             0.76552,             0.48603,             0.56871,              0.2511,            0.057607,           0.0069083,           0.0044458,            0.002575,            0.002575,            0.002575
                 152,             0.03755,           0.0072606,           0.0029655,             0.71711,             0.51166,               0.562,             0.24958,            0.055123,           0.0064535,           0.0045089,           0.0025255,           0.0025255,           0.0025255
                 153,             0.03731,           0.0071697,           0.0029797,             0.70429,               0.501,             0.59587,             0.25623,             0.05695,           0.0065085,           0.0042618,            0.002476,            0.002476,            0.002476
                 154,               0.037,           0.0068972,           0.0024246,             0.75549,             0.48991,             0.56342,             0.25448,             0.06087,            0.006509,           0.0045631,           0.0024265,           0.0024265,           0.0024265
                 155,            0.035803,           0.0069239,           0.0023571,             0.78196,             0.45865,             0.57294,             0.24352,            0.057514,           0.0063695,           0.0048693,            0.002377,            0.002377,            0.002377
                 156,            0.036722,           0.0070826,           0.0023466,             0.70721,             0.52245,             0.58295,             0.25393,            0.057183,           0.0060993,             0.00487,           0.0023275,           0.0023275,           0.0023275
                 157,            0.037145,           0.0071976,           0.0026211,             0.66463,             0.53438,             0.56659,               0.275,            0.055666,           0.0071703,           0.0052342,            0.002278,            0.002278,            0.002278
                 158,            0.036758,           0.0071544,           0.0019945,             0.70552,             0.52229,             0.58583,             0.25565,            0.055707,           0.0063965,           0.0041021,           0.0022285,           0.0022285,           0.0022285
