               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.036193,           0.0068846,           0.0020474,             0.70907,             0.55478,             0.58966,             0.25557,             0.05259,           0.0064064,           0.0045672,            0.002179,            0.002179,            0.002179
                 160,            0.035519,            0.006932,           0.0025253,             0.75388,             0.53056,             0.59794,               0.263,             0.05558,           0.0062586,           0.0062143,           0.0021295,           0.0021295,           0.0021295
                 161,            0.035505,           0.0073073,           0.0023973,             0.76698,             0.52681,             0.58363,             0.26256,            0.051874,           0.0068942,            0.005503,             0.00208,             0.00208,             0.00208
                 162,            0.036124,           0.0070687,           0.0026282,             0.72696,             0.56235,             0.57592,             0.26541,            0.052136,           0.0069813,            0.004436,           0.0020305,           0.0020305,           0.0020305
                 163,            0.036521,           0.0070777,           0.0030445,             0.81261,             0.47551,             0.57642,             0.25436,            0.048635,           0.0071909,            0.004394,            0.001981,            0.001981,            0.001981
                 164,            0.036119,           0.0069194,           0.0021797,             0.68531,             0.60314,             0.60409,             0.27374,            0.050844,           0.0066319,           0.0053411,           0.0019315,           0.0019315,           0.0019315
                 165,            0.036219,           0.0071077,           0.0026789,             0.71302,             0.51923,             0.55648,             0.26443,            0.050215,           0.0072776,           0.0061901,            0.001882,            0.001882,            0.001882
                 166,            0.036045,            0.007088,           0.0021084,             0.74881,             0.50117,             0.57461,             0.25005,            0.050489,           0.0067539,            0.004694,           0.0018325,           0.0018325,           0.0018325
                 167,            0.034473,           0.0066302,           0.0021624,             0.89718,             0.49359,             0.61639,             0.26412,            0.051606,           0.0064961,           0.0045333,            0.001783,            0.001783,            0.001783
                 168,            0.035699,            0.006995,           0.0025829,              0.7453,             0.53193,             0.59892,             0.27203,            0.053231,           0.0066355,           0.0051057,           0.0017335,           0.0017335,           0.0017335
                 169,            0.035966,           0.0067833,           0.0022232,             0.72911,             0.53819,             0.60702,             0.27821,            0.053259,           0.0065348,           0.0045637,            0.001684,            0.001684,            0.001684
                 170,            0.036579,           0.0073422,           0.0028545,              0.7837,             0.55149,             0.60948,             0.27747,            0.053544,           0.0067174,           0.0051006,           0.0016345,           0.0016345,           0.0016345
                 171,            0.036593,           0.0069475,           0.0024387,             0.72648,             0.52681,             0.61575,             0.26775,            0.054181,           0.0068147,           0.0049727,            0.001585,            0.001585,            0.001585
                 172,            0.036507,           0.0070147,           0.0025537,             0.77266,             0.51399,              0.5993,             0.26206,             0.05548,           0.0067459,           0.0058772,           0.0015355,           0.0015355,           0.0015355
                 173,            0.034707,           0.0068998,           0.0022433,             0.72443,             0.48749,             0.58874,             0.26403,            0.057476,           0.0058595,           0.0044301,            0.001486,            0.001486,            0.001486
                 174,            0.035803,           0.0066507,           0.0022508,             0.75059,             0.52448,             0.59775,             0.25947,            0.055876,           0.0057483,            0.004429,           0.0014365,           0.0014365,           0.0014365
                 175,            0.036232,           0.0067157,           0.0022596,             0.75436,             0.51207,             0.59923,             0.26594,            0.052893,            0.006223,           0.0044508,            0.001387,            0.001387,            0.001387
                 176,            0.035896,            0.006687,           0.0025265,             0.79324,             0.51923,              0.6113,             0.27179,            0.048959,           0.0066634,           0.0044075,           0.0013375,           0.0013375,           0.0013375
                 177,            0.034321,            0.007038,           0.0022288,             0.81311,             0.50641,             0.60036,             0.26645,             0.05248,           0.0059635,           0.0043842,            0.001288,            0.001288,            0.001288
                 178,            0.034174,           0.0067875,           0.0019567,             0.83338,             0.50337,             0.60093,             0.26338,            0.054411,           0.0059891,           0.0046941,           0.0012385,           0.0012385,           0.0012385
                 179,            0.035657,           0.0067969,           0.0021869,             0.82331,             0.49883,             0.60633,             0.26707,            0.054576,           0.0060293,           0.0049053,            0.001189,            0.001189,            0.001189
                 180,            0.035313,           0.0065914,           0.0021087,             0.82425,             0.51066,             0.60478,             0.26093,            0.052648,           0.0064149,           0.0043501,           0.0011395,           0.0011395,           0.0011395
                 181,            0.035592,           0.0069762,           0.0024531,             0.80778,             0.47086,              0.5735,             0.26612,            0.052392,           0.0060086,           0.0045231,             0.00109,             0.00109,             0.00109
                 182,            0.033682,           0.0064387,           0.0024323,             0.82798,             0.49316,             0.61088,             0.27941,            0.052324,           0.0057399,           0.0043185,           0.0010405,           0.0010405,           0.0010405
                 183,            0.034606,           0.0068418,           0.0018292,             0.75108,             0.47844,             0.58916,             0.27079,            0.050384,           0.0064211,           0.0045523,            0.000991,            0.000991,            0.000991
                 184,            0.034387,           0.0068338,           0.0024528,             0.84782,             0.48601,             0.59783,             0.26566,            0.052361,           0.0067692,           0.0043929,           0.0009415,           0.0009415,           0.0009415
                 185,            0.035002,           0.0065567,           0.0023041,             0.72324,             0.54265,             0.58601,             0.25071,            0.053132,           0.0063387,            0.004116,            0.000892,            0.000892,            0.000892
                 186,            0.034112,           0.0069135,           0.0020604,             0.71548,             0.54953,             0.58526,             0.26006,            0.052381,           0.0062711,           0.0041742,           0.0008425,           0.0008425,           0.0008425
                 187,            0.034945,           0.0063383,           0.0018037,             0.69574,             0.56334,             0.59336,             0.26945,            0.052779,            0.006472,           0.0045036,            0.000793,            0.000793,            0.000793
                 188,            0.033552,           0.0066205,           0.0022893,             0.80983,             0.49126,             0.58973,             0.26768,            0.050167,            0.006467,           0.0043774,           0.0007435,           0.0007435,           0.0007435
                 189,            0.033616,           0.0070993,           0.0022344,              0.8013,             0.48601,             0.57964,             0.26688,            0.050827,           0.0062858,           0.0045837,            0.000694,            0.000694,            0.000694
                 190,            0.033314,           0.0063831,           0.0015602,             0.68635,             0.56527,              0.5958,             0.26488,            0.050991,           0.0061715,           0.0044689,           0.0006445,           0.0006445,           0.0006445
                 191,            0.033506,           0.0063962,           0.0017306,             0.75278,             0.49839,             0.57601,             0.26362,             0.05274,           0.0060447,           0.0043425,            0.000595,            0.000595,            0.000595
                 192,            0.032853,           0.0064879,           0.0018841,             0.69266,             0.55965,             0.59235,             0.26449,            0.051618,           0.0059939,           0.0041615,           0.0005455,           0.0005455,           0.0005455
                 193,            0.033737,             0.00708,           0.0016574,             0.83186,             0.50117,             0.59592,             0.26099,            0.050476,           0.0061012,            0.004077,            0.000496,            0.000496,            0.000496
                 194,            0.034799,           0.0062213,           0.0019159,              0.8369,             0.49886,             0.59427,             0.26183,            0.050666,           0.0060059,           0.0039315,           0.0004465,           0.0004465,           0.0004465
                 195,            0.032739,           0.0067462,           0.0014936,             0.83442,              0.4894,             0.59635,             0.26681,            0.051551,           0.0058894,             0.00417,            0.000397,            0.000397,            0.000397
                 196,            0.032671,           0.0065153,           0.0018623,             0.84255,             0.49359,             0.60264,             0.26836,            0.051982,           0.0059933,            0.004223,           0.0003475,           0.0003475,           0.0003475
                 197,             0.03419,           0.0066598,           0.0017148,               0.763,             0.52563,             0.60401,             0.27125,            0.051203,           0.0061665,           0.0042036,            0.000298,            0.000298,            0.000298
                 198,            0.031615,           0.0064983,           0.0016927,             0.78025,             0.51632,             0.59949,             0.26227,            0.050629,             0.00633,           0.0044029,           0.0002485,           0.0002485,           0.0002485
                 199,             0.03353,           0.0066885,           0.0017426,              0.7852,             0.48834,             0.58665,             0.25817,            0.051075,            0.006358,           0.0044648,            0.000199,            0.000199,            0.000199
